Alchemist Accelerator,Accelerator,"SeedSeries A,Series B","http://www.alchemistacceler
ator.com","Big Data, Analytics, Marketing, MarTech, Information Technology, SaaS, AgTech, FarmTech, Robotics, Software, Cybersecurity, FinTech, Network Security, Developer Tools, Quality Assurance, Sales, Enterprise, Artificial Intelligence, Machine Learning, AI, ML, HR Tech, Delivery, Logistics, Healthcare, Collaboration, Computer, PropTech, Mobile, Advertising, AdTech, B2B, CRM, CloudTech, Transportation, RetailTech, Professional Services, Telecommunications, TMT, IoT, Internet of Things, Oil & Gas, Supply Chain, Tech, Industrials"
Aldrich Capital Partners,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://www.aldrichcap.com/,"Healthcare, Information Technology, Mobile, PoS, Point of Sale, RestaurantTech, Software, Enterprise, PaaS, SaaS"
Alerion Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.alerion.ventures,"Professional Services, Hardware, FinTech, Healthcare, Information Technology, Big Data, Analytics, Sales, Software, Marketing, MarTech, Mobile"
ALIAVIA Ventures,Venture Fund,"SeedSeries A,Series B",https://aliavia.vc/,"Healthcare, SaaS, Enterprise, Consumer"
Align Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.align.vc,"Consumer, E-Commerce, Healthcare, RetailTech, Food and Beverage, Health & Wellness, Software, Hardware"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Aligned Climate Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B","https://www.alignedclimatec
apital.com/","ClimateTech, CleanTech, Infrastructure, PropTech"
Alium Capital,Venture Fund,"SeedSeries A,Series BSeries C,Series D",https://aliumcap.com,"Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, Healthcare, Software, Marketplace"
ALIVE Israel HealthTech Fund,Venture Fund,"SeedSeries A,Series BSeries C,Series D",https://alivevc.com/,"Cybersecurity, Healthcare, Information Technology, Medical Device"
AlleyCorp,Accelerator,"Pre-SeedSeed,Series A",www.alleycorp.com,"Artificial Intelligence, Machine Learning, AI, ML, Healthcare, Hospitality, PropTech, B2B, CloudTech, Cybersecurity, Enterprise, Software, HR Tech, Collaboration, Community, Entertainment, Media, Travel, SpaceTech, Consumer, Big Data, Analytics, Logistics, FinTech, Information Technology, AgTech, FarmTech, Food and Beverage"
Alliance Technology Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D","www.alliancetechventures.co
m","Software, Mobile, SaaS, Consumer, FinTech"
Alliance Venture,Venture Fund,"SeedSeries A,Series B","http://www.allianceventure.c
om","CMS, Developer Tools, PaaS, SaaS, Software"
AllianceBernstein,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.alliancebernstein.com,"Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, BioTech, Pharmaceuticals, SaaS, FinTech, Software"
Allos Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.allosventures.com,"Enterprise, ClimateTech, CleanTech, Software, Advertising, AdTech, Entertainment, Media, Marketing, MarTech, InsurTech, Developer Tools, EdTech, Customer Service, Sales, Artificial Intelligence, Machine Learning, AI, ML, Cybersecurity, Risk Management, Information Technology, Medical Device"
Alloy Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.alloyventures.com,"Software, Mobile, SaaS, Consumer, FinTech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Allston Venture Fund,Accelerator,"Pre-SeedSeed,Series A","www.innovationlabs.harvard.
edu","Software, Mobile, SaaS, Consumer, FinTech"
Ally Bridge Group,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://www.ally-bridge.com,"BioTech, Healthcare, Pharmaceuticals"
Alma Mundi Ventures,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://mundiventures.com/,"FinTech, InsurTech, Healthcare, Information, Technology, Medical, Device"
Almaz Capital,Venture Fund,"Pre-SeedSeed,Series A",www.almazcapital.com,"Hardware, Software, Consumer, CloudTech, CRM, Developer Tools, Enterprise, SaaS, Big Data, Analytics, Computer, FinTech"
Alpaca VC,Venture Fund,Pre-SeedSeed,www.alpaca.vc,"E-Commerce, FemTech, FinTech, IoT, Internet of Things, Mobile, PropTech, Telecommunications, TMT, Consumer, Marketplace"
Alpha Edison,Venture Fund,"Pre-SeedSeed,Series A",www.alphaedison.com,"Big Data, Analytics, Consumer, CRM, Information Technology, Market Research, Hardware, E-Commerce, Fashion, RetailTech, InsurTech, Developer Tools, BioTech, Healthcare, Life Science, Food and Beverage, Health & Wellness, Software, EdTech, FinTech, HR Tech, PropTech, SpaceTech, Professional Services, SaaS, Marketing, MarTech"
Alpha Intelligence Capital,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://aicapital.ai/,"Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, Software, Creator Economy"
Alpha Partners,Venture Fund,"Series BSeries C,Series D",www.alphapartners.com,"EdTech, Software, Healthcare, Logistics, Transportation, Ridesharing, Robotics, Sales, Mobile, CloudTech, Marketplace, E-Commerce, Consumer, Retail, Tech"
Alpha Sigma Capital,Venture Fund,"SeedSeries A,Series B",https://alphasigma.fund/,"Cryptocurrency, Blockchain, Information Technology, Advanced, Materials"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Alpine Meridian,Venture Fund,"SeedSeries A,Series B","http://www.alpinemeridian.c
om","Entertainment, Media, PaaS, Healthcare, Food and Beverage, Health & Wellness, Big Data, Analytics, Information Technology, Software"
Alpine Meridian Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.alpinemeridian.com,"SaaS, Telecommunications, TMT"
Alpine Ventures,Venture Fund,SeedPre-Seed,www.alpine.vc,"Cryptocurrency, Blockchain, Software, Consumer, Internet"
Alsop Louie Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.alsop-louie.com,"Big Data, Analytics, Software, FinTech, SpaceTech, Energy, Consumer, Transportation, Hardware, Manufacturing, Legal Tech, Information, Technology"
Alta Ventures Mexico,Venture Fund,"SeedSeries A,Series B",http://www.altaventures.com,"FinTech, Software"
AltaIR Capital,Venture Fund,SeedSeries A,www.altair.vc,"CloudTech, IoT, Internet of Things, Big Data, Analytics, Consumer, Developer Tools, D2C, EdTech, Future of Work, SaaS, PropTech, Entertainment, Media"
Altara Ventures,Venture Fund,"SeedSeries A,Series B",https://altaraventures.com/,"CRM, Customer Service, Productivity, Sales, Software"
Alter Global,Venture Fund,"Pre-SeedSeed,Series A",www.alter.vc,"Software, Mobile, SaaS, Consumer, FinTech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Altimeter Capital,Venture Fund,"Series ASeries B,Series CSeries D",www.altimeter.com,"FinTech, SaaS, Cryptocurrency, Blockchain, Advertising, AdTech, Big Data, Analytics, PropTech, Manufacturing, Artificial Intelligence, Machine Learning, AI, ML, Virtual Reality, AR/VR, Developer Tools, AgTech, FarmTech, AudioTech, B2C, Beauty, B2B, Bio, Tech, Black, African, American, Founded, Cannabis, ClimateTech, CleanTech, Productivity, CloudTech, Cloud, Security, Construction, Infrastructure, Consumer, Creator Economy, CRM, Hardware, Cybersecurity, Wearables, Quantified Self, Customer Service, D2C, DeepTech, Healthcare, Entertainment, Media, E-Commerce, EdTech, HR Tech, Energy, Enterprise, E-Sports, Gaming, Events, FemTech, Food and Beverage, RestaurantTech, Future of Work, GovTech, Impact Investing, Information Technology, InsurTech, IoT, Internet of Things, Telecommunications, TMT, Mobile, Legal Tech, Life Science, Marketing, MarTech, Logistics, Marketplace, Meeting Software, Micro-Mobility, Network Security, Neuroscience, Oil & Gas, Travel, PaaS, PetTech, Pharmaceuticals, Recruiting, RetailTech, Robotics, Sales, Ridesharing, Sharing Economy, Social Media, Sports, Supply Chain, Sustainability, Women-Founded, Transportation, SpaceTech, Software"
Altitude Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.altvc.com,"Healthcare, Health & Wellness"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Altos Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.altos.vc,"EdTech, CRM, Cybersecurity, Network Security, Big Data, Analytics, Entertainment, Media, Enterprise, SaaS, Software, Marketing, MarTech, CloudTech, Construction, Tech, FinTech, Mobile, Information Technology, E-Sports, Gaming, Sports, HR Tech, Beauty, E-Commerce, RetailTech, Artificial Intelligence, Machine Learning, AI, ML, Community, PropTech, Developer Tools, Quality Assurance"
Altpoint Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.altpointcapital.com,"Creator Economy, E-Commerce, Mobile, Food, Beverage"
Altran,Corporate VC,"Series BSeries C,Pre-Seed","http://www.capgemini-
engineering.com","Hardware, Transportation, Manufacturing"
Alumni Ventures,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://www.av.vc,"Manufacturing, Advertising, AdTech, AgTech, FarmTech, Artificial Intelligence, Machine Learning, AI, ML, AudioTech, Virtual Reality, AR/VR, Big Data, Analytics, ClimateTech, CleanTech, Cryptocurrency, Blockchain, Cybersecurity, Healthcare, E-Commerce, EdTech, Entertainment, Media, FinTech, HR Tech, Infrastructure, InsurTech, IoT, Internet of Things, Life Science, Marketing, MarTech, Mobile, Oil & Gas, RestaurantTech, Robotics, SaaS, SpaceTech, Wearables, Quantified Self"
Alven,Venture Fund,"SeedSeries A,Series BSeries C,Series D",https://www.alven.co/,"FinTech, InsurTech, PropTech, E-Commerce, Information Technology, CRM, Big Data, Analytics, CMS, Enterprise, Software, B2B, Developer Tools, Marketing, MarTech, SaaS"
Amadeo Global,Venture Fund,"Pre-SeedSeed,Series A",www.amadeoglobal.com,"Software, Mobile, SaaS, Consumer, FinTech"
Amadeus Capital Partners,Venture Fund,"SeedSeries A,Series BSeries C,Series D",https://amadeuscapital.com,"Artificial Intelligence, Machine Learning, AI, ML, Big Data, Analytics, Logistics, Software"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Amasia,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.amasia.vc,"ClimateTech, CleanTech, Software"
Amazon Alexa Fund,Corporate VC,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.amazon.com,"Food and Beverage, Hardware, IoT, Internet of Things, ClimateTech, CleanTech, Consumer, EdTech, Artificial Intelligence, Machine Learning, AI, ML, Marketplace, Robotics, E-Commerce, FinTech, Paa, Platforms"
Amber Group,Venture Fund,"SeedSeries A,Series BSeries C",http://www.ambergroup.io,"Community, Information Technology, Cryptocurrency, Blockchain, Enterprise"
Amberstone Ventures,Venture Fund,Series ASeries B,https://amberstonelp.com/,"Food and Beverage, Consumer"
Ambina Partners,Venture Fund,Series CSeries D,https://ambina.com,"FinTech, InsurTech, Software"
Ambria Capital,Venture Fund,"SeedSeries A,Series BSeries C",https://www.ambriacap.com/,"Cryptocurrency, Blockchain, Cybersecurity, Healthcare"
AMC Networks,Corporate VC,"Series BSeries C,Series D",http://amcnetworks.com,"Entertainment, Media, Marketing, MarTech, Consumer"
AME Cloud Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.amecloudventures.com,"Healthcare, SpaceTech, Artificial Intelligence, Machine Learning, AI, ML, Information Technology, Consumer, Customer Service, Marketing, MarTech, SaaS, Productivity, Software, Enterprise, ClimateTech, CleanTech, BioTech, Big Data, Analytics, EdTech, Elder Care, HR Tech, Transportation, Mobile, CloudTech, FinTech, Robotics, Hardware, Computer, Health & Wellness, Developer Tools, Advertising, AdTech, B2B, E-Sports, Gaming, Entertainment, Media"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
American Family Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.amfamventures.com,"Information Technology, InsurTech, FinTech, Software, Consumer, Hardware, IoT, Internet of Things, Wearables, Quantified Self, Artificial Intelligence, Machine Learning, AI, ML, Healthcare, PropTech, HR Tech, Enterprise, Marketing, MarTech, Saa, S"
Amino Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B",www.aminocapital.com,"Cryptocurrency, Blockchain, Artificial Intelligence, Machine Learning, AI, ML, E-Commerce, E-Sports, Gaming, Telecommunications, TMT, SaaS, FinTech, Big Data, Analytics, HR Tech, EdTech, Mobile, Marketing, MarTech"
Amity Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.amity.vc,"Artificial Intelligence, Machine Learning, AI, ML, Cryptocurrency, Blockchain, FinTech, Mobile, Telecommunications, TMT"
Amplify Partners,Venture Fund,SeedSeries A,www.amplifypartners.com,"Artificial Intelligence, Machine Learning, AI, ML, Developer Tools, Infrastructure, Robotics"
Amplifyher Ventures,Venture Fund,"Pre-SeedSeed,Series A","www.amplifyherventures.co
m","EdTech, Healthcare, Beauty, Consumer"
Amplo Ventures,Venture Fund,"SeedSeries A,Series BSeries C,Series D",www.amplovc.com,"SaaS, Telecommunications, TMT, Consumer, Healthcare"
Anchor Capital GP,Venture Fund,"SeedSeries A,Series BSeries C,Series D","https://www.anchorcapitalgp
.com","Advertising, AdTech, FinTech, Marketing, MarTech, Consumer, Delivery, Healthcare, Information Technology, PetTech, Construction, Tech, ClimateTech, CleanTech, PropTech"
Andav Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B","http://www.andavcapital.co
m","Community, EdTech, Information Technology, Entertainment, Media, Software"
Andera Partners,Venture Fund,"SeedSeries A,Series BSeries C,Series D","https://www.anderapartners.
com/en/","BioTech, Pharmaceuticals"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Andreessen Horowitz,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.a16z.com,"FinTech, SaaS, Cryptocurrency, Blockchain, Advertising, AdTech, Big Data, Analytics, PropTech, Manufacturing, Artificial Intelligence, Machine Learning, AI, ML, Virtual Reality, AR/VR, Developer Tools, AgTech, FarmTech, AudioTech, B2C, Beauty, B2B, Bio, Tech, Black, African, American, Founded, Cannabis, ClimateTech, CleanTech, Productivity, CloudTech, Cloud, Security, Construction, Infrastructure, Consumer, Creator Economy, CRM, Hardware, Cybersecurity, Wearables, Quantified Self, Customer Service, D2C, DeepTech, Healthcare, Entertainment, Media, E-Commerce, EdTech, HR Tech, Energy, Enterprise, E-Sports, Gaming, Events, FemTech, Food and Beverage, RestaurantTech, Future of Work, GovTech, Impact Investing, Information Technology, InsurTech, IoT, Internet of Things, Telecommunications, TMT, Mobile, Legal Tech, Life Science, Marketing, MarTech, Logistics, Marketplace, Meeting Software, Micro-Mobility, Network Security, Neuroscience, Oil & Gas, Travel, PaaS, PetTech, Pharmaceuticals, Recruiting, RetailTech, Robotics, Sales, Ridesharing, Sharing Economy, Social Media, Sports, Supply Chain, Sustainability, Women-Founded, Transportation, SpaceTech, Software"
Angel Invest,Venture Fund,"SeedSeries A,Series B",http://angelinvest.ventures,"Consumer, E-Commerce, Food and Beverage, RetailTech, Big Data, Analytics, Computer, Enterprise, Artificial Intelligence, Machine Learning, AI, ML, Software"
Angel Ventures,Angel Network,"SeedSeries A,Series B",http://www.angelventures.vc,"Artificial Intelligence, Machine Learning, AI, ML, InsurTech, Big Data, Analytics"
AngelMD,Venture Fund,"SeedSeries A,Series B",https://www.angelmd.co/,"BioTech, Healthcare"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
AngelPad,Accelerator,"SeedSeries A,Series B",http://www.angelpad.com,"Collaboration, Construction, Tech, Enterprise, Mobile, Productivity, SaaS"
Angular Ventures,Venture Fund,"SeedSeries A,Series B","http://www.angularventures.
com","Artificial Intelligence, Machine Learning, AI, ML, Enterprise, Big Data, Analytics"
Annox Capital,Venture Fund,"Series CSeries D,Series B","http://www.annoxcapital.co
m/","Healthcare, Food and Beverage, Health & Wellness"
Anorak Ventures,Venture Fund,"SeedSeries A,Series B",http://www.anorak.vc/,"Artificial Intelligence, Machine Learning, AI, ML, Virtual Reality, AR/VR, IoT, Internet of Things, Healthcare, Mobile, Robotics, Consumer"
Anterra Capital,Venture Fund,"SeedSeries A,Series BSeries C,Series D","http://www.anterracapital.co
m/","AgTech, FarmTech, BioTech"
Anthemis Group,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://www.anthemis.com,"FinTech, InsurTech, Risk Management, PropTech, Logistics, SaaS, Software, Developer Tools, Big Data, Analytics, Enterprise, Information Technology, Cybersecurity, B2C, Healthcare, Construction, Tech, Artificial Intelligence, Machine Learning, AI, ML, Mobile, Transportation, Apps"
Anthill Ventures,Venture Fund,"SeedSeries A,Series B",http://anthillventures.com/,"Artificial Intelligence, Machine Learning, AI, ML, Developer Tools, Sales, PropTech, Software"
Anti Fund,Venture Fund,"SeedSeries A,Series B",http://antifund.vc,"Sports, E-Sports, Gaming, Information Technology, Software"
Anzu Partners,Venture Fund,"Pre-SeedSeed,Series A",www.anzupartners.com,"Manufacturing, Big Data, Analytics, Life Science"
Aperture Venture Capital,Venture Fund,Seed,http://www.aperturevc.com,"Healthcare, FinTech"
